Style_Number,Product_Name,Image_File_Name,Google_Image_ID,,,,,,,,,,,,,,,,,,,,,,
4G1094-BLACK,Men's GTX Storm Short Glove Black,Gordini_Mens_GTX_Storm_Short_Glove_Black.png,1O0KdGLtNuExSpDtaEjw7cTbyVf_x9hG2,,,,,,,,,,,,,,,,,,,,,,
4G1094-BLKTAN,Men's GTX Storm Short Glove Black Tan,Gordini_Mens_GTX_Storm_Short_Glove_Black-Tan.png,1ca_-vDdb2xQ2WWGbIXoUaOWLKG_Z0auD,,,,,,,,,,,,,,,,,,,,,,
4G1094-GUNBLK,Men's GTX Storm Short Glove Gunmetal Black,Gordini_Mens_GTX_Storm_Short_Glove_Gunmetal-Black.png,1hxxzv9pyEuxOUdm-gv12ptECrZzKjsMW,,,,,,,,,,,,,,,,,,,,,,
4G1094-RSTBLK,Men's GTX Storm Short Glove Rust Black,Gordini_Mens_GTX_Storm_Short_Glove_Rust-Black.jpg,1j1g8fOQ1Kh9n8e9g6LurVqi0RjsQJFm2,,,,,,,,,,,,,,,,,,,,,,
4M1094-ARMYBK,Men's GTX Storm Short Mitt Army Black,Gordini_Mens_GTX_Storm_Short_Mitt_Army-Black.png,1AzxrHJT70rwsgwCIxv8B1QmivWoIhJcx,,,,,,,,,,,,,,,,,,,,,,
4M1094-BLACK,Men's GTX Storm Short Mitt Black,Gordini_Mens_GTX_Storm_Short_Mitt_Black.png,1wCrTlPZs1ZhQ_riZJXeaeq1_MYDZsX0u,,,,,,,,,,,,,,,,,,,,,,
4M1094-BLKTAN,Men's GTX Storm Short Mitt Black Tan,Gordini_Mens_GTX_Storm_Short_Mitt_Black-Tan.png,1IMxsDuVoETRKjuP6Gd-iTTBEGFbBcmIK,,,,,,,,,,,,,,,,,,,,,,
4M1094-GUNBLK,Men's GTX Storm Short Mitt Gunmetal Black,Gordini_Mens_GTX_Storm_Short_Mitt_Gunmetal-Black.png,1W4Z6Ca-b5Gqm7U0qUXTUnM7qHeHhKK_L,,,,,,,,,,,,,,,,,,,,,,
4M1094-RSTBLK,Men's GTX Storm Short Mitt Rust Black,Gordini_Mens_GTX_Storm_Short_Mitt_Rust-Black.jpg,1_rvKy5VCjposFanck5E-nWkZv8bXzeT5,,,,,,,,,,,,,,,,,,,,,,
G4S1000-BLUGRY,Men's Hardwick Sock Blue Grey,Gordini_Mens_Hardwick_Sock_Blue-Grey.jpg,1qKHEMgZL7FIzUMzYyVZRXGHgiJSrkobt,,,,,,,,,,,,,,,,,,,,,,
G4S1000-FORGRY,Men's Hardwick Sock Forest Grey,Gordini_Mens_Hardwick_Sock_Forest-Grey.jpg,1bstYOWRInWqltCbtoM0ECJjQNXQijb82,,,,,,,,,,,,,,,,,,,,,,
4M2225-BLACK,Men's Hygge Mitt Black,Gordini_Mens_Hygge_Mitt_Black.jpg,13mCmoTwMUhF8dDqCRkOZ5p5xiXMn8-XV,,,,,,,,,,,,,,,,,,,,,,
G4S1015-ERTFOR,Men's Junction Sock Earth Forest,Gordini_Mens_Junction_Sock_Earth-Forest.jpg,17nLkWahlsl2p8Rt29A9iA4xMAHIrz6KW,,,,,,,,,,,,,,,,,,,,,,
G4S1015-GRYNVY,Men's Junction Sock Grey Navy,Gordini_Mens_Junction_Sock_Grey-Navy.jpg,174VE95R3O9V5bwCH8zYqq-4-lccqXjNf,,,,,,,,,,,,,,,,,,,,,,
G4S1015-REDNVY,Men's Junction Sock Red Navy,Gordini_Mens_Junction_Sock_Red-Navy.jpg,17e_lDca3AHCGIwYgUXNVOtxHH34eP5kP,,,,,,,,,,,,,,,,,,,,,,
4G4206-SHAHTR,Men's Lodge Glove Shadow Heather,Gordini_Mens_Lodge_Glove_Shadow-Heather.jpg,1DtzpWtuUsOD-1xxT4EKuk2CWcuTAdfuV,,,,,,,,,,,,,,,,,,,,,,
4M2220-GRARLB,Men's MTN Crew Artist Mitt Grey Army LB,Gordini_Mens_MTN_Crew_Artist_Mitt_Grey_Army_LB.jpg,1_fXz-QBcsmOpPxMiKafbA8TWO6ReO5Xp,,,,,,,,,,,,,,,,,,,,,,
4M2220-TNBKMT,Men's MTN Crew Artist Mitt Tan Black Mountain,Gordini_Mens_MTN_Crew_Artist_Mitt_Tan-Black-Mountain.jpg,1LbSzxesGApv_7ugn0r6AkWgaOEZ8YtNk,,,,,,,,,,,,,,,,,,,,,,
4G2232-TANLBR,Men's MTN Guide Glove Tan,Gordini_Mens_MTN_Guide_Glove_Tan.jpg,1I3aAh9EJDOwxvxtjJEDNzvUHIKO9bYFu,,,,,,,,,,,,,,,,,,,,,,
4M2232-TANLBR,Men's MTN Guide Mitt Tan,Gordini_Mens_MTN_Guide_Mitt_Tan.jpg,1GH41toDbD0f87JCw6H6wb_ViGLzcguvK,,,,,,,,,,,,,,,,,,,,,,
4M1096-BLACK,Men's Radiator Mitt Black,Gordini_Mens_Radiator_Mitt_Black.png,1XNgFO7fafpMJzKzMfHorVSXyh9aTfQ4N,,,,,,,,,,,,,,,,,,,,,,
4M1096-BLKTAN,Men's Radiator Mitt Black Tan,Gordini_Mens_Radiator_Mitt_Black-Tan.png,1fRiDyEpqwuALrwqJ40FfB34ILghUSkpL,,,,,,,,,,,,,,,,,,,,,,
4M1096-GUNLGY,Men's Radiator Mitt Gunmetal Light Grey,Gordini_Mens_Radiator_Mitt_Gunmetal-Light-Grey.png,1ZfghQVjupzNs5iLDPfSWmPq7uROUOP9s,,,,,,,,,,,,,,,,,,,,,,
GG79GVGG-ONXGPH,Men's Relode OTG Goggle Onyx Graphite,Gordini_Mens_Relode_OTG_Goggle_Onyx-Graphite.jpg,1WBfeYYvnkUr--13obRfNunB5yR3ECRn8,,,,,,,,,,,,,,,,,,,,,,
GG79GVGG-PRLBIS,Men's Relode OTG Goggle Pearl Biscay,Gordini_Mens_Relode_OTG_Goggle_Pearl-Biscay.jpg,17AGezMAUZS6K3VnOTzveEW8VGi5raqYa,,,,,,,,,,,,,,,,,,,,,,
GG77GVGG-BURRED,Men's Relode X Goggle Burnt Red,Gordini_Mens_Relode_X_Goggle_Burnt-Red.jpg,1Le8g-Y_FM7yXcakxnSVNgeXVzTNSg4rV,,,,,,,,,,,,,,,,,,,,,,
GG77YBBR-FADE,Men's Relode X Goggle Fade,Gordini_Mens_Relode_X_Goggle_Fade.jpg,1MkbDgQhVXIVGsA5ml5QAHYSVwY8-fkoO,,,,,,,,,,,,,,,,,,,,,,
GG77YBBR-NOIR,Men's Relode X Goggle Noir,Gordini_Mens_Relode_X_Goggle_Noir.jpg,1vfxR-gRDJckT2hNItCsqSn6xGUDfO2Vm,,,,,,,,,,,,,,,,,,,,,,
GG77YBBR-SKY,Men's Relode X Goggle Sky,Gordini_Mens_Relode_X_Goggle_Sky.jpg,1cQwL_qX6M2QLDcuQdtUMu04wiFE_c8Dt,,,,,,,,,,,,,,,,,,,,,,
G4S1005-DGYLIM,Men's Ripton Sock Dark Grey Lime,Gordini_Mens_Ripton_Sock_Dark-Grey-Lime.jpg,1qwJsgtTxFm-13dM5Z3SRXi8C7QEskhda,,,,,,,,,,,,,,,,,,,,,,
G4S1005-TEACIT,Men's Ripton Sock Teal Citrus,Gordini_Mens_Ripton_Sock_Teal-Citrus.jpg,1mVEAeQtaRs2yRBd-DZXQD_KprFXwl1wk,,,,,,,,,,,,,,,,,,,,,,
4G1104-ARMYBK,Men's Sender Glove Army Black,Gordini_Mens_Sender_Glove_Army-Black.jpg,1D3xzaEdVT9ZW_j77yCsOlepZaiT9dBgj,,,,,,,,,,,,,,,,,,,,,,
4G1104-BLACK,Men's Sender Glove Black,Gordini_Mens_Sender_Glove_Black.jpg,1LHRNnFHmwjQuayJFnQBvL83IyZ9MK9O8,,,,,,,,,,,,,,,,,,,,,,
4M1104-ARMYBK,Men's Sender Mitt Army Black,Gordini_Mens_Sender_Mitt_Army-Black.jpg,1ImL-t7iHE3W3z8555kWw6CqdkqhC48Az,,,,,,,,,,,,,,,,,,,,,,
4M1104-BLACK,Men's Sender Mitt Black,Gordini_Mens_Sender_Mitt_Black.jpg,1eAQVtbOj17RG6i-kATsnwzmEnSUS5Jpv,,,,,,,,,,,,,,,,,,,,,,
G4S2034-ASPHTR,Men's Seneca Sock 2-Pack Asphalt Heather,Gordini_Mens_Seneca_Sock_2-Pack_Asphalt-Heather.jpg,1JccMQnUqpoS8W6GQfAuelQSy5kBsmeXQ,,,,,,,,,,,,,,,,,,,,,,
G4S2034-ELM,Men's Seneca Sock 2-Pack Elm,Gordini_Mens_Seneca_Sock_2-Pack_Elm.jpg,1fUtkdNuZNfExPwyB-t7ixwqI1VGYaTGt,,,,,,,,,,,,,,,,,,,,,,
G4S2032-ASPHTR,Men's Signal Sock 2-Pack Asphalt Heather,Gordini_Mens_Signal_Sock_2-Pack_Asphalt-Heather.jpg,1g_tz6uje4v8PkfyOhZC9J6GyPpoje-kW,,,,,,,,,,,,,,,,,,,,,,
G4S2032-ELM,Men's Signal Sock 2-Pack Elm,Gordini_Mens_Signal_Sock_2-Pack_Elm.jpg,1FdtPTM7A50lKfcPytvjQ_4zPheYi48m7,,,,,,,,,,,,,,,,,,,,,,
4G4195-BLACK,Men's Spring Glove Black,Gordini_Mens_Spring_Glove_Black.jpg,1oufCrGHgj7xX32eRz7ZjiuTdXztWgtlI,,,,,,,,,,,,,,,,,,,,,,
4G4195-BLKLGY,Men's Spring Glove Black Light Grey,Gordini_Mens_Spring_Glove_Black-Light-Grey.png,1jjlGLZzfhPSYPRhDiO2zGu2TjImFS8LW,,,,,,,,,,,,,,,,,,,,,,
4G4195-BLKTAN,Men's Spring Glove Black Tan,Gordini_Mens_Spring_Glove_Black-Tan.jpg,1-akkn_Gszb-Tz_k5sb-4nVIik-eOumY8,,,,,,,,,,,,,,,,,,,,,,
4G4195-CGYBLK,Men's Spring Glove Clay Grey Black,Gordini_Mens_Spring_Glove_Clay-Grey-Black.png,1avmqNRqgTGNpKazIb_nESeV_ewuGwy2n,,,,,,,,,,,,,,,,,,,,,,
4G4195-TNGRED,Men's Spring Glove Tango Red,Gordini_Mens_Spring_Glove_Tango-Red.jpg,1_rf2fC8zK9EO2U8SGTlP4t0adD78iYKZ,,,,,,,,,,,,,,,,,,,,,,
G4S2030-ASPHTR,Men's Spruce Sock 2-Pack Asphalt Heather,Gordini_Mens_Spruce_Sock_2-Pack_Asphalt-Heather.jpg,1_Gbg6-Un9YDyR9EACR1sMVr1x-rDbuTg,,,,,,,,,,,,,,,,,,,,,,
G4S2030-SPLAKE,Men's Spruce Sock 2-Pack Spring Lake,Gordini_Mens_Spruce_Sock_2-Pack_Spring-Lake.jpg,1KJ1p-hs8YF1Zwj3wKEzTE9v11GZM_AqL,,,,,,,,,,,,,,,,,,,,,,
G4S2026-ASPHTR,Men's Spur Sock 2-Pack Asphalt Heather,Gordini_Mens_Spur_Sock_2-Pack_Asphalt-Heather.jpg,1q1cYBocfUaPWnIy_4c3oIV7D9hyJcreU,,,,,,,,,,,,,,,,,,,,,,
G4S2026-SPLAKE,Men's Spur Sock 2-Pack Spring Lake,Gordini_Mens_Spur_Sock_2-Pack_Spring-Lake.jpg,15ldrqxCREZ_GtOGsOo6wleBcnqu7bNLD,,,,,,,,,,,,,,,,,,,,,,
4G1105-ARMYBK,Men's Squall Glove Army Black,Gordini_Mens_Squall_Glove_Army-Black.jpg,1UxhonLmZzf90ELlkoQXTurAX9RYL058d,,,,,,,,,,,,,,,,,,,,,,
4G1105-BLACK,Men's Squall Glove Black,Gordini_Mens_Squall_Glove_Black.jpg,1Vty-UZR354i8CanVm-_R19GMbMJGKyXd,,,,,,,,,,,,,,,,,,,,,,
4M1105-ARMYBK,Men's Squall Mitt Army Black,Gordini_Mens_Squall_Mitt_Army-Black.jpg,1B9MVCjBtwld3VIGdeAPYUAH2_lZ3wuSb,,,,,,,,,,,,,,,,,,,,,,
4M1105-BLACK,Men's Squall Mitt Black,Gordini_Mens_Squall_Mitt_Black.jpg,1sAjQOw8EVsDqeBtgXOdXEWZ4sfpCWhi3,,,,,,,,,,,,,,,,,,,,,,
4G4230-BLACK,Men's Stashlite Glove Black,Gordini_Mens_Stashlite_Glove.jpg,1aqqRLARS1o8j-UCmrI8uaKqgE16dQ2v4,,,,,,,,,,,,,,,,,,,,,,
G4S1002-BLUGRY,Men's Sterling Sock Blue Grey,Gordini_Mens_Sterling_Sock_Blue-Grey.jpg,1QNSWBkcUosUrKAxszoJXak_mfYqBeUir,,,,,,,,,,,,,,,,,,,,,,
G4S1002-GRYORG,Men's Sterling Sock Grey Orange,Gordini_Mens_Sterling_Sock_Grey-Orange.jpg,1MLO-6olbOm0dF9nu0xk5UvknHp0AlQD8,,,,,,,,,,,,,,,,,,,,,,
G4S2029-CBNHTR,Men's Vert Sock 2-Pack Carbon Heather,Gordini_Mens_Vert_Sock_2-Pack_Carbon-Heather.jpg,1JfxHTf4uM5rD1lGjFvQDpL4IKVKJJ1I_,,,,,,,,,,,,,,,,,,,,,,
G4S2029-HTRGRY,Men's Vert Sock 2-Pack Heather Grey,Gordini_Mens_Vert_Sock_2-Pack_Heather-Grey.jpg,1kNowtE_1rAeBnWveRglrPEDDTRnhnT04,,,,,,,,,,,,,,,,,,,,,,
4G4220-BLACK,Men's Wander Glove Black,Gordini_Mens_Wander_Glove_Black.jpg,1TGtEKKJF13nbwg7VW6xZR7k8lyCUJtYF,,,,,,,,,,,,,,,,,,,,,,
G4S1003-DGYBRK,Men's Winhall Sock Dark Grey Brick,Gordini_Mens_Winhall_Sock_Dark-Grey-Brick.jpg,1ZJ1KTcLrA7Nv6Idkwi90avpYyXuDG45A,,,,,,,,,,,,,,,,,,,,,,
G4S1003-ERTCRM,Men's Winhall Sock Earth Crimson,Gordini_Mens_Winhall_Sock_Earth-Crimson.jpg,1Wiw9JdfNe2C20J_Ay8Uj8KLKfZuMtMoQ,,,,,,,,,,,,,,,,,,,,,,
G4S1016-BLUBLK,Men's Woodstock Sock Blue Black,Gordini_Mens_Woodstock_Sock_Blue-Black.jpg,1lDOUc0ZtQLQTpIQhpImOvUmE9XiAFezr,,,,,,,,,,,,,,,,,,,,,,
G4S1016-BLURED,Men's Woodstock Sock Blue Red,Gordini_Mens_Woodstock_Sock_Blue-Red.jpg,1yvPUpYX9y7j-8QFq5R_uta77UBV6DHtM,,,,,,,,,,,,,,,,,,,,,,
G4S1016-NAVY,Men's Woodstock Sock Navy,Gordini_Mens_Woodstock_Sock_Navy.jpg,1icX90nrD3rvXDMHN021K7w4w8XG3gBN5,,,,,,,,,,,,,,,,,,,,,,
GG78XL-GREEN,Replacement Lens for Relode S Green,Gordini_Replacement_Lens_for_Relode_S_Green.jpg,1sy8BdKvffa-Z9efMyMQtcmz--h1kVUcT,,,,,,,,,,,,,,,,,,,,,,
GG78XL-ORANGE,Replacement Lens for Relode S Orange,Gordini_Replacement_Lens_for_Relode_S_Orange.jpg,1SvV08u9jHY9VFqmk9_OTX_u1BDI1-KJJ,,,,,,,,,,,,,,,,,,,,,,
GG77XL-BLUE,Replacement Lens for Relode X Blue Red Mirror,Gordini_Replacement_Lens_for_Relode_X_Blue-Red-Mirror.jpg,1oy6NxS7Fau6hQ85qlZoGB3CRH-992P6P,,,,,,,,,,,,,,,,,,,,,,
GG65G-BLACK,Starting Gate Goggle Black,Gordini_Starting_Gate_Goggle_Black.jpg,1wC2DywNekxBMXkSrN5iepqtB5GlFEnQz,,,,,,,,,,,,,,,,,,,,,,
GG65G-DRKBLU,Starting Gate Goggle Dark Blue,Gordini_Starting_Gate_Goggle_Dark-Blue.jpg,1AC78u9i02irt6qHjBQQbU3e_ntGhP7CC,,,,,,,,,,,,,,,,,,,,,,
GG65K-STOGRY,Starting Gate Goggle Storm Grey,Gordini_Starting_Gate_Goggle_Storm-Grey.jpg,1noAzSH-dtX8A_R04izn-YPu6o431F0o7,,,,,,,,,,,,,,,,,,,,,,
GG65G-WHITE,Starting Gate Goggle White,Gordini_Starting_Gate_Goggle_White.jpg,1Dzdcj0ZfVVL0seM-SwQUdAwHXJGXWGKw,,,,,,,,,,,,,,,,,,,,,,
1M5075-BLACK,Toddler's Baby Baby Baby Mitt Black,Gordini_Toddlers_Baby_Baby_Baby_Mitt_Black.jpg,1IsvMqZ0hduI6d2P9b_gSgHkwgRKHW_jb,,,,,,,,,,,,,,,,,,,,,,
1M5075P-MAGWOO,Toddler's Baby Baby Baby Mitt Magenta Woodland,Gordini_Toddlers_Baby_Baby_Baby_Mitt_Magenta-Woodland.jpg,1_Ibc3cgrDXdkCveZHqrKJpy0vw8lidi4,,,,,,,,,,,,,,,,,,,,,,
1M5075-MYKONO,Toddler's Baby Baby Baby Mitt Mykonos,Gordini_Toddlers_Baby_Baby_Baby_Mitt_Mykonos.jpg,1ejv7FU0kggIeOH57gERu5J0ipm-kMSZt,,,,,,,,,,,,,,,,,,,,,,
1M5075P-SPRWOO,Toddler's Baby Baby Baby Mitt Spruce Woodland,Gordini_Toddlers_Baby_Baby_Baby_Mitt_Spruce-Woodland.jpg,1F0sqKvbZDcYaLW6vD-TwV1_SRbFChLQy,,,,,,,,,,,,,,,,,,,,,,
1M5075-SUPPNK,Toddler's Baby Baby Baby Mitt Super Pink,Gordini_Toddlers_Baby_Baby_Baby_Mitt_Super-Pink.jpg,1gOQ9mQKdMhDShlQnnnD66xX85iXgiBaO,,,,,,,,,,,,,,,,,,,,,,
1M5042-BLACK,Toddler's Easy On Mitt Black,Gordini_Toddlers_Easy_On_Mitt_Black.jpg,1Gs6xGq4EKGmxz6fPaQht4XgHZzOltTPi,,,,,,,,,,,,,,,,,,,,,,
1M5042-GUNOBL,Toddler's Easy On Mitt Gunmetal Olympic Blue,Gordini_Toddlers_Easy_On_Mitt_Gunmetal-Olympic-Blue.jpg,1AjtwaynjJ0i7AImo_QS2OaXcYBdVd6Iw,,,,,,,,,,,,,,,,,,,,,,
1M5042-MYKCGY,Toddler's Easy On Mitt Mykonos Clay Grey,Gordini_Toddlers_Easy_On_Mitt_Mykonos-Clay-Grey.jpg,1CAyxwYrIHWqJhEOeqYkwBwk-uqb4Oz5q,,,,,,,,,,,,,,,,,,,,,,
1M5042-PNTCHK,Toddler's Easy On Mitt Painted Checker,Gordini_Toddlers_Easy_On_Mitt_Painted-Checker.jpg,1X-HG4RBuWvyw_8Hf2L-l9KN1m4M3oROt,,,,,,,,,,,,,,,,,,,,,,
1M5042-SPKCGY,Toddler's Easy On Mitt Super Pink Clay Grey,Gordini_Toddlers_Easy_On_Mitt_Super-Pink-Clay-Grey.jpg,13p4qR9BaoBZ19bQGKFrnui9YmKvWQEti,,,,,,,,,,,,,,,,,,,,,,
1M5042-TRNGLE,Toddler's Easy On Mitt Triangles,Gordini_Toddlers_Easy_On_Mitt_Triangles.jpg,1sWGjSUSvyIB52N87uA4J7k97DnR19KO2,,,,,,,,,,,,,,,,,,,,,,
1G5073-BLACK,Toddler's Prima Glove Black,Gordini_Toddlers_Prima_Glove_Black.png,1yrdOHUlII10jqfMUS97vqZXnjq2TzTJ8,,,,,,,,,,,,,,,,,,,,,,
1G5073-MYKNVY,Toddler's Prima Glove Mykonos Navy,Gordini_Toddlers_Prima_Glove_Mykonos-Navy.jpg,1NsnCh3yf50GF6O8_A_fiorqAoZ2Wnr08,,,,,,,,,,,,,,,,,,,,,,
1G5073-PNTCHK,Toddler's Prima Glove Painted Checker,Gordini_Toddlers_Prima_Glove_Painted-Checker.jpg,1XeEkB__41pFDeqVYQjwDyxy0WPb_6tUq,,,,,,,,,,,,,,,,,,,,,,
1G5073-SUPPNK,Toddler's Prima Glove Super Pink,Gordini_Toddlers_Prima_Glove_Super-Pink.jpg,1A27XtQ_YdfS9sRSdigCs2E2velL-juGg,,,,,,,,,,,,,,,,,,,,,,
1G5073-TRNGLE,Toddler's Prima Glove Triangles,Gordini_Toddlers_Prima_Glove_Triangles.jpg,1OiMG84XEYmU5M7k18vsBdZHX_w8PVc2h,,,,,,,,,,,,,,,,,,,,,,
1M5073-BLACK,Toddler's Prima Mitt Black,Gordini_Toddlers_Prima_Mitt_Black.png,1lPktUIODlgvWkxqpHy1SKN9LYSvS-5JD,,,,,,,,,,,,,,,,,,,,,,
1M5073-MYKNVY,Toddler's Prima Mitt Mykonos Navy,Gordini_Toddlers_Prima_Mitt_Mykonos-Navy.jpg,1mNHj0uHjhrbRA2V77HkLIn06QG5D2JuN,,,,,,,,,,,,,,,,,,,,,,
1M5073-PNTCHK,Toddler's Prima Mitt Painted Checker,Gordini_Toddlers_Prima_Mitt_Painted-Checker.jpg,1PzNqhqNhrZ0yjgjZme7WELjViYeld5Dm,,,,,,,,,,,,,,,,,,,,,,
1M5073-SUPPNK,Toddler's Prima Mitt Super Pink,Gordini_Toddlers_Prima_Mitt_Super-Pink.jpg,1iIcJTStDT231PpIrl6OCPqvEgOyeXkMK,,,,,,,,,,,,,,,,,,,,,,
1M5073-TRNGLE,Toddler's Prima Mitt Triangles,Gordini_Toddlers_Prima_Mitt_Triangles.jpg,12v_km6hAT7BnPZhJmjIgrBf7jiKZ3-Us,,,,,,,,,,,,,,,,,,,,,,
1M5064-BLKDPK,Toddler's Snugget Mitt Black Deep Pink,Gordini_Toddlers_Snugget_Mitt_Black-Deep-Pink.jpg,1Udj4Wf7tvCGZiuh4OVu-0D5juTYE69X2,,,,,,,,,,,,,,,,,,,,,,
1M5064-BLKGUN,Toddler's Snugget Mitt Black Gun Metal,Gordini_Toddlers_Snugget_Mitt_Black-Gun-Metal.jpg,1uCpRCpDkPwHYBpr0xErjumBQAiU0pCgt,,,,,,,,,,,,,,,,,,,,,,
1M5064-GUNBLK,Toddler's Snugget Mitt Gunmetal Black,Gordini_Toddlers_Snugget_Mitt_Gunmetal-Black.jpg,1HB60lqr2uuTKW3n1U6W-3HW0G0Z3GI58,,,,,,,,,,,,,,,,,,,,,,
1G5030-BLACK,Toddler's Wrap Around Glove Black,Gordini_Toddlers_Wrap_Around_Glove_Black.png,1uxl9JttKj80F8hqzxTxdpCzcHLEa93DA,,,,,,,,,,,,,,,,,,,,,,
1G5030-MYKONO,Toddler's Wrap Around Glove Mykonos,Gordini_Toddlers_Wrap_Around_Glove_Mykonos.jpg,1Yxh_3Ifhtw_nGEJW929f2Z0rl4CuGXjP,,,,,,,,,,,,,,,,,,,,,,
1G5030-PNTCHK,Toddler's Wrap Around Glove Painted Checker,Gordini_Toddlers_Wrap_Around_Glove_Painted-Checker.jpg,1eZ8YUYn9GZ3ycUfhu0zA6x4Ao3zgdco5,,,,,,,,,,,,,,,,,,,,,,
1G5030-SUPPNK,Toddler's Wrap Around Glove Super Pink,Gordini_Toddlers_Wrap_Around_Glove_Super-Pink.jpg,1IAWghlyH65omZ7KQsjAred7SXyQbpIR6,,,,,,,,,,,,,,,,,,,,,,
1G5030-TRNGLE,Toddler's Wrap Around Glove Triangles,Gordini_Toddlers_Wrap_Around_Glove_Triangles.jpg,12EdGbFeC9vLpWIzPjvv8MKrQrmgua2lS,,,,,,,,,,,,,,,,,,,,,,
1M5030-BLACK,Toddler's Wrap Around Mitt Black,Gordini_Toddlers_Wrap_Around_Mitt_Black.png,1pWsmvCHDMtGvP1kOmVr7-svfdpOb0jr7,,,,,,,,,,,,,,,,,,,,,,
1M5030-MYKONO,Toddler's Wrap Around Mitt Mykonos,Gordini_Toddlers_Wrap_Around_Mitt_Mykonos.jpg,1TA2_6Zy0FACNSyjXXWSHhubc21v2Dwyh,,,,,,,,,,,,,,,,,,,,,,
1M5030-PNTCHK,Toddler's Wrap Around Mitt Painted Checker,Gordini_Toddlers_Wrap_Around_Mitt_Painted-Checker.jpg,1lFAOPWApMJLlkekMec7NYhM8e0OBcp4y,,,,,,,,,,,,,,,,,,,,,,
1M5030-SUPPNK,Toddler's Wrap Around Mitt Super Pink,Gordini_Toddlers_Wrap_Around_Mitt_Super-Pink.jpg,1Xje30HOS5Jv8t_zkqvYxIy4qyKvOtgoz,,,,,,,,,,,,,,,,,,,,,,
1M5030-TRNGLE,Toddler's Wrap Around Mitt Triangles,Gordini_Toddlers_Wrap_Around_Mitt_Triangles.jpg,1phCfy7Cg_cqJavfTbY7wAWQ9sWGenRit,,,,,,,,,,,,,,,,,,,,,,
3G4145-OATMEA,Women's Argyle Glove Oatmeal,Gordini_Womens_Argyle_Glove_Oatmeal.png,1aFFlJ0gjkk-OK5D9sha9huhd7zcXhm3H,,,,,,,,,,,,,,,,,,,,,,
3M4145-OATMEA,Women's Argyle Mitt Oatmeal,Gordini_Womens_Argyle_Mitt_Oatmeal.png,1NhRSu2LiYoY3RtFYVi7P8TgQL6Wb_3ga,,,,,,,,,,,,,,,,,,,,,,
G3S2025-CBNHTR,Women's Bolton Sock 2-Pack Carbon Heather,Gordini_Womens_Bolton_Sock_2-Pack_Carbon-Heather.jpg,18YEmhHjhX0xANjQ5eMXVtBsaLI84xeZA,,,,,,,,,,,,,,,,,,,,,,
G3S2025-HTRGRY,Women's Bolton Sock 2-Pack Heather Grey,Gordini_Womens_Bolton_Sock_2-Pack_Heather-Grey.jpg,1i-5VMuCFsnv_BKrYkOXvwsVa3ZtCg7CB,,,,,,,,,,,,,,,,,,,,,,
G3S1004-CHAPNK,Women's Burke Sock Charcoal Pink,Gordini_Womens_Burke_Sock_Charcoal-Pink.jpg,1lziCGExQrQ3ktnSG_PF4CIFw6G4XD8N9,,,,,,,,,,,,,,,,,,,,,,
G3S1004-HTGPUR,Women's Burke Sock Heather Grey Purple,Gordini_Womens_Burke_Sock_Heather-Grey-Purple.jpg,1Cq8Oa1ds2xuZ29auMNlpIOxoXv1B3ZUb,,,,,,,,,,,,,,,,,,,,,,
3G4199-BLKSPR,Women's Cache Gauntlet Glove Black Spruce,Gordini_Womens_Cache_Gauntlet_Glove_Black-Spruce.jpg,1dP-HwchnEXGlTUdzFt9J24SwEM5rihjM,,,,,,,,,,,,,,,,,,,,,,
3G4199-LGYGUN,Women's Cache Gauntlet Glove Light Grey Gunmetal,Gordini_Womens_Cache_Gauntlet_Glove_Light-Grey-Gunmetal.jpg,1KAzhcMrNZtvBbuiLovmVakUa9SsXl_T-,,,,,,,,,,,,,,,,,,,,,,
3M4199-BLKSPR,Women's Cache Gauntlet Mitt Black Spruce,Gordini_Womens_Cache_Gauntlet_Mitt_Black-Spruce.jpg,12Itfl575zBZPeQlgqajrxG6sW1w37G3n,,,,,,,,,,,,,,,,,,,,,,
3M4199-LGYGUN,Women's Cache Gauntlet Mitt Light Grey Gunmetal,Gordini_Womens_Cache_Gauntlet_Mitt_Light-Grey-Gunmetal.jpg,1NjGMvB3bAv07M-DiRu-d4QjTdCK-t5jf,,,,,,,,,,,,,,,,,,,,,,
3M4199-TANBLK,Women's Cache Gauntlet Mitt Tan Black,Gordini_Womens_Cache_Gauntlet_Mitt_Tan-Black.jpg,18b_9GA7OyIT8HmqteN_OO4LKrTrE-eIV,,,,,,,,,,,,,,,,,,,,,,
G3S1001-BLUGRY,Women's Craftsbury Sock Blue Grey,Gordini_Womens_Craftsbury_Sock_Blue-Grey.jpg,1P08C6gimBc0VXGKCTm6F3klvqSY7-TL0,,,,,,,,,,,,,,,,,,,,,,
G3S1001-OLVGRY,Women's Craftsbury Sock Olive Grey,Gordini_Womens_Craftsbury_Sock_Olive-Grey.jpg,1oYIUQGsOw9gneciJyYfLUAHbD9TB23wf,,,,,,,,,,,,,,,,,,,,,,
3G1101-BLACK,Women's Da Goose Gore-Tex Down Glove Black,Gordini_Womens_Da_Goose_Gore-Tex_Down_Glove_Black.jpg,1mck_OZL94STzOaWivAulaGBrXrnQbPhF,,,,,,,,,,,,,,,,,,,,,,
